Temperature C         Pressure hPa        Humidity %          Date
     22,7                  98,8              31,8         2019-01-27 15:57:46
     22,7                  98,8              31,8         2019-01-27 15:57:49
     22,7                  98,8              31,8         2019-01-27 15:57:52
     22,7                  98,8              31,8         2019-01-27 15:57:55
     22,7                  98,8              31,8         2019-01-27 15:57:58
     22,7                  98,8              31,8         2019-01-27 15:58:06
     22,7                  98,8              31,8         2019-01-27 15:58:08
     22,7                  98,8              31,8         2019-01-27 15:58:11
     22,7                  98,8              31,8         2019-01-27 15:58:14
     22,7                  98,8              31,8         2019-01-27 15:58:17
     22,7                  98,8              31,8         2019-01-27 15:58:20
     22,7                  98,8              31,8         2019-01-27 15:58:23
     22,7                  98,8              31,8         2019-01-31 11:45:54
     22,7                  98,8              31,8         2019-01-31 11:45:57
     22,7                  98,8              31,8         2019-01-31 11:46:00
     22,7                  98,8              31,8         2019-01-31 11:46:03
     22,7                  98,8              31,8         2019-01-31 11:46:06
     22,7                  98,8              31,8         2019-01-31 11:46:09
     22,7                  98,8              31,8         2019-01-31 11:46:12
     22,7                  98,8              31,8         2019-01-31 11:46:15
     22,7                  98,8              31,8         2019-01-31 11:46:18
     22,7                  98,8              31,8         2019-01-31 11:46:21
     22,7                  98,8              31,8         2019-01-31 11:46:24
     22,7                  98,8              31,8         2019-01-31 11:46:27
     22,7                  98,8              31,8         2019-01-31 11:46:30
     22,7                  98,8              31,8         2019-01-31 11:46:33
     22,7                  98,8              31,8         2019-01-31 11:46:36
     22,7                  98,8              31,8         2019-01-31 11:46:39
     22,7                  98,8              31,8         2019-01-31 11:46:42
     22,7                  98,8              31,8         2019-01-31 11:46:45
     22,7                  98,8              31,8         2019-01-31 11:46:48
     22,7                  98,8              31,8         2019-01-31 11:46:51
     22,7                  98,8              31,8         2019-01-31 11:46:54
     22,7                  98,8              31,8         2019-01-31 11:46:57
     22,7                  98,8              31,8         2019-01-31 11:47:00
     22,7                  98,8              31,8         2019-01-31 11:47:03
     22,7                  98,8              31,8         2019-01-31 11:47:06
     22,7                  98,8              31,8         2019-01-31 11:47:09
     22,7                  98,8              31,8         2019-01-31 11:47:12
     22,7                  98,8              31,8         2019-01-31 11:47:15
     22,7                  98,8              31,8         2019-01-31 11:47:18
     22,7                  98,8              31,8         2019-01-31 11:47:21
     22,7                  98,8              31,8         2019-01-31 11:49:10
     22,7                  98,8              31,8         2019-01-31 11:49:13
     22,7                  98,8              31,8         2019-01-31 11:49:16
     22,7                  98,8              31,8         2019-01-31 11:49:19
     22,7                  98,8              31,8         2019-01-31 11:49:22
     22,7                  98,8              31,8         2019-01-31 11:49:25
     22,7                  98,8              31,8         2019-01-31 11:49:28
     22,7                  98,8              31,8         2019-01-31 11:49:31
     22,7                  98,8              31,8         2019-01-31 11:49:34
     22,7                  98,8              31,8         2019-01-31 11:49:37
     22,7                  98,8              31,8         2019-01-31 11:49:40
     22,7                  98,8              31,8         2019-01-31 11:49:43
     22,7                  98,8              31,8         2019-01-31 11:49:46
     22,7                  98,8              31,8         2019-01-31 11:49:49
     22,7                  98,8              31,8         2019-01-31 11:50:19
     22,7                  98,8              31,8         2019-01-31 11:50:22
     22,7                  98,8              31,8         2019-01-31 11:50:25
     22,7                  98,8              31,8         2019-01-31 11:50:28
     22,7                  98,8              31,8         2019-01-31 11:50:31
     22,7                  98,8              31,8         2019-01-31 11:50:34
     22,7                  98,8              31,8         2019-01-31 11:50:37
     22,7                  98,8              31,8         2019-01-31 11:50:40
     22,7                  98,8              31,8         2019-01-31 11:50:43
     22,7                  98,8              31,8         2019-01-31 11:50:46
     22,7                  98,8              31,8         2019-01-31 11:50:49
     22,7                  98,8              31,8         2019-01-31 11:51:40
     22,7                  98,8              31,8         2019-01-31 11:51:42
     22,7                  98,8              31,8         2019-01-31 11:51:45
     22,7                  98,8              31,8         2019-01-31 11:51:48
     22,7                  98,8              31,8         2019-01-31 11:51:51
     22,7                  98,8              31,8         2019-01-31 11:51:54
     22,7                  98,8              31,8         2019-01-31 11:52:00
     22,7                  98,8              31,8         2019-01-31 11:52:03
     22,7                  98,8              31,8         2019-01-31 11:52:06
     22,7                  98,8              31,8         2019-01-31 11:52:09
     22,7                  98,8              31,8         2019-01-31 11:52:12
     22,7                  98,8              31,8         2019-01-31 11:52:15
     22,7                  98,8              31,8         2019-01-31 11:52:18
     22,7                  98,8              31,8         2019-01-31 11:52:21
     22,7                  98,8              31,8         2019-01-31 11:52:24
     22,7                  98,8              31,8         2019-01-31 11:52:37
     22,7                  98,8              31,8         2019-01-31 11:52:40
     22,7                  98,8              31,8         2019-01-31 11:52:43
     22,7                  98,8              31,8         2019-01-31 11:52:46
     22,7                  98,8              31,8         2019-01-31 11:52:49
     22,7                  98,8              31,8         2019-01-31 11:52:52
     22,7                  98,8              31,8         2019-01-31 11:52:55
     22,7                  98,8              31,8         2019-01-31 11:52:58
     22,7                  98,8              31,8         2019-01-31 11:53:01
     22,7                  98,8              31,8         2019-01-31 11:53:04
     22,7                  98,8              31,8         2019-01-31 11:53:07
     22,7                  98,8              31,8         2019-01-31 11:53:10
     22,7                  98,8              31,8         2019-01-31 11:53:13
     22,7                  98,8              31,8         2019-01-31 11:53:16
     22,7                  98,8              31,8         2019-01-31 11:53:19
     22,7                  98,8              31,8         2019-01-31 11:53:22
     22,7                  98,8              31,8         2019-01-31 11:53:25
     22,7                  98,8              31,8         2019-01-31 11:53:28
     22,7                  98,8              31,8         2019-01-31 11:53:31
     22,7                  98,8              31,8         2019-01-31 11:53:34
     22,7                  98,8              31,8         2019-01-31 11:53:37
     22,7                  98,8              31,8         2019-01-31 11:53:40
     22,7                  98,8              31,8         2019-01-31 11:53:43
     22,7                  98,8              31,8         2019-01-31 11:58:28
     22,7                  98,8              31,8         2019-01-31 11:58:31
     22,7                  98,8              31,8         2019-01-31 11:58:34
     22,7                  98,8              31,8         2019-01-31 11:58:37
     22,7                  98,8              31,8         2019-01-31 11:58:40
     22,7                  98,8              31,8         2019-01-31 11:58:43
     22,7                  98,8              31,8         2019-01-31 11:58:46
     22,7                  98,8              31,8         2019-01-31 11:58:49
     22,7                  98,8              31,8         2019-01-31 11:58:52
     22,7                  98,8              31,8         2019-01-31 11:58:55
     22,7                  98,8              31,8         2019-01-31 11:58:58
     22,7                  98,8              31,8         2019-01-31 11:59:01
     22,7                  98,8              31,8         2019-01-31 11:59:04
     22,7                  98,8              31,8         2019-01-31 11:59:07
     22,7                  98,8              31,8         2019-01-31 11:59:10
     22,7                  98,8              31,8         2019-01-31 11:59:13
     22,7                  98,8              31,8         2019-01-31 12:02:27
     22,7                  98,8              31,8         2019-01-31 12:02:29
     22,7                  98,8              31,8         2019-01-31 12:02:32
     22,7                  98,8              31,8         2019-01-31 12:02:35
     22,7                  98,8              31,8         2019-01-31 12:02:38
     22,7                  98,8              31,8         2019-01-31 12:02:41
     22,7                  98,8              31,8         2019-01-31 12:02:44
     22,7                  98,8              31,8         2019-01-31 12:02:47
     22,7                  98,8              31,8         2019-01-31 12:02:50
     22,7                  98,8              31,8         2019-01-31 12:02:53
     22,7                  98,8              31,8         2019-01-31 12:02:56
     22,7                  98,8              31,8         2019-01-31 12:02:59
     22,7                  98,8              31,8         2019-01-31 12:03:02
     22,7                  98,8              31,8         2019-01-31 12:03:05
     22,7                  98,8              31,8         2019-01-31 12:03:08
     22,7                  98,8              31,8         2019-01-31 12:03:11
     22,7                  98,8              31,8         2019-01-31 12:03:14
     22,7                  98,8              31,8         2019-01-31 12:03:17
     22,7                  98,8              31,8         2019-01-31 12:03:20
     22,7                  98,8              31,8         2019-01-31 12:03:23
     22,7                  98,8              31,8         2019-01-31 12:03:26
     22,7                  98,8              31,8         2019-01-31 12:03:29
     22,7                  98,8              31,8         2019-01-31 12:03:32
     22,7                  98,8              31,8         2019-01-31 12:03:35
     22,7                  98,8              31,8         2019-01-31 12:03:38
     22,7                  98,8              31,8         2019-01-31 12:03:41
     22,7                  98,8              31,8         2019-01-31 12:03:44
     22,7                  98,8              31,8         2019-01-31 12:03:47
     22,7                  98,8              31,8         2019-01-31 12:03:50
     22,7                  98,8              31,8         2019-01-31 12:03:53
     22,7                  98,8              31,8         2019-01-31 12:03:56
     22,7                  98,8              31,8         2019-01-31 12:03:59
     22,7                  98,8              31,8         2019-01-31 12:04:02
     22,7                  98,8              31,8         2019-01-31 12:04:05
     22,7                  98,8              31,8         2019-01-31 12:04:08
     22,7                  98,8              31,8         2019-01-31 12:04:11
     22,7                  98,8              31,8         2019-01-31 12:04:14
     22,7                  98,8              31,8         2019-01-31 12:04:17
     22,7                  98,8              31,8         2019-01-31 12:04:20
     22,7                  98,8              31,8         2019-01-31 12:04:23
     22,7                  98,8              31,8         2019-01-31 12:04:26
     22,7                  98,8              31,8         2019-01-31 12:04:29
     22,7                  98,8              31,8         2019-01-31 12:04:32
     22,7                  98,8              31,8         2019-01-31 12:04:35
     22,7                  98,8              31,8         2019-01-31 12:04:38
     22,7                  98,8              31,8         2019-01-31 12:04:41
     22,7                  98,8              31,8         2019-01-31 12:04:44
     22,7                  98,8              31,8         2019-01-31 12:04:47
     22,7                  98,8              31,8         2019-01-31 12:04:50
     22,7                  98,8              31,8         2019-01-31 12:04:53
     22,7                  98,8              31,8         2019-01-31 12:04:56
     22,7                  98,8              31,8         2019-01-31 12:04:59
     22,7                  98,8              31,8         2019-01-31 12:05:02
     22,7                  98,8              31,8         2019-01-31 12:05:05
     22,7                  98,8              31,8         2019-01-31 12:05:08
     22,7                  98,8              31,8         2019-01-31 12:05:11
     22,7                  98,8              31,8         2019-01-31 12:05:14
     22,7                  98,8              31,8         2019-01-31 12:05:17
     22,7                  98,8              31,8         2019-01-31 12:05:20
     22,7                  98,8              31,8         2019-01-31 12:05:26
     22,7                  98,8              31,8         2019-01-31 12:05:29
     22,7                  98,8              31,8         2019-01-31 12:05:32
     22,7                  98,8              31,8         2019-01-31 12:05:35
     22,7                  98,8              31,8         2019-01-31 12:05:38
     22,7                  98,8              31,8         2019-01-31 12:05:41
     22,7                  98,8              31,8         2019-01-31 12:05:44
     22,7                  98,8              31,8         2019-01-31 12:05:47
     22,7                  98,8              31,8         2019-01-31 12:05:50
     22,7                  98,8              31,8         2019-01-31 12:05:53
     22,7                  98,8              31,8         2019-01-31 12:05:56
     22,7                  98,8              31,8         2019-01-31 12:05:59
     22,7                  98,8              31,8         2019-01-31 12:06:02
     22,7                  98,8              31,8         2019-01-31 12:06:05
     22,7                  98,8              31,8         2019-01-31 12:06:08
     22,7                  98,8              31,8         2019-01-31 12:06:11
     22,7                  98,8              31,8         2019-01-31 12:06:14
     22,7                  98,8              31,8         2019-01-31 12:06:17
     22,7                  98,8              31,8         2019-01-31 12:06:20
     22,7                  98,8              31,8         2019-01-31 12:06:23
     22,7                  98,8              31,8         2019-01-31 12:06:26
     22,7                  98,8              31,8         2019-01-31 12:06:29
     22,7                  98,8              31,8         2019-01-31 12:06:32
     22,7                  98,8              31,8         2019-01-31 12:06:35
     22,7                  98,8              31,8         2019-01-31 12:06:38
     22,7                  98,8              31,8         2019-01-31 12:06:41
     22,7                  98,8              31,8         2019-01-31 12:06:44
     22,7                  98,8              31,8         2019-01-31 12:06:47
     22,7                  98,8              31,8         2019-01-31 12:06:50
     22,7                  98,8              31,8         2019-01-31 12:06:53
     22,7                  98,8              31,8         2019-01-31 12:06:56
     22,7                  98,8              31,8         2019-01-31 12:06:59
     22,7                  98,8              31,8         2019-01-31 12:07:02
     22,7                  98,8              31,8         2019-01-31 12:07:10
     22,7                  98,8              31,8         2019-01-31 12:07:13
     22,7                  98,8              31,8         2019-01-31 12:07:16
     22,7                  98,8              31,8         2019-01-31 12:07:19
     22,7                  98,8              31,8         2019-01-31 12:07:22
     22,7                  98,8              31,8         2019-01-31 12:07:25
     22,7                  98,8              31,8         2019-01-31 12:07:28
     22,7                  98,8              31,8         2019-01-31 12:07:31
     22,7                  98,8              31,8         2019-01-31 12:07:34
     22,7                  98,8              31,8         2019-01-31 12:07:37
     22,7                  98,8              31,8         2019-01-31 12:07:40
     22,7                  98,8              31,8         2019-01-31 12:07:43
     22,7                  98,8              31,8         2019-01-31 12:07:46
     22,7                  98,8              31,8         2019-01-31 12:07:49
     22,7                  98,8              31,8         2019-01-31 12:07:52
     22,7                  98,8              31,8         2019-01-31 12:07:55
     22,7                  98,8              31,8         2019-01-31 12:07:58
     22,7                  98,8              31,8         2019-01-31 12:08:01
     22,7                  98,8              31,8         2019-01-31 12:08:04
     22,7                  98,8              31,8         2019-01-31 12:08:07
     22,7                  98,8              31,8         2019-01-31 12:08:10
     22,7                  98,8              31,8         2019-01-31 12:08:13
     22,7                  98,8              31,8         2019-01-31 12:08:16
     22,7                  98,8              31,8         2019-01-31 12:08:19
     22,7                  98,8              31,8         2019-01-31 12:08:22
     22,7                  98,8              31,8         2019-01-31 12:08:25
     22,7                  98,8              31,8         2019-01-31 12:08:28
     22,7                  98,8              31,8         2019-01-31 12:08:31
     22,7                  98,8              31,8         2019-01-31 12:08:36
     22,7                  98,8              31,8         2019-01-31 12:08:39
     22,7                  98,8              31,8         2019-01-31 12:08:42
     22,7                  98,8              31,8         2019-01-31 12:08:45
     22,7                  98,8              31,8         2019-01-31 12:08:48
     22,7                  98,8              31,8         2019-01-31 12:08:51
     22,7                  98,8              31,8         2019-01-31 12:08:54
     22,7                  98,8              31,8         2019-01-31 12:14:17
     22,7                  98,8              31,8         2019-01-31 12:14:19
     22,7                  98,8              31,8         2019-01-31 12:14:22
     22,7                  98,8              31,8         2019-01-31 12:14:25
     22,7                  98,8              31,8         2019-01-31 12:14:28
     22,7                  98,8              31,8         2019-01-31 12:14:31
     22,7                  98,8              31,8         2019-01-31 12:14:34
     22,7                  98,8              31,8         2019-01-31 12:14:37
     22,7                  98,8              31,8         2019-01-31 12:14:40
     22,7                  98,8              31,8         2019-01-31 12:14:43
     22,7                  98,8              31,8         2019-01-31 12:15:17
     22,7                  98,8              31,8         2019-01-31 12:15:20
     22,7                  98,8              31,8         2019-01-31 12:15:23
     22,7                  98,8              31,8         2019-01-31 12:15:26
     22,7                  98,8              31,8         2019-01-31 12:15:29
     22,7                  98,8              31,8         2019-01-31 12:15:32
     22,7                  98,8              31,8         2019-01-31 12:15:35
     22,7                  98,8              31,8         2019-01-31 12:15:38
     22,7                  98,8              31,8         2019-01-31 12:15:41
     22,7                  98,8              31,8         2019-01-31 12:15:44
     22,7                  98,8              31,8         2019-01-31 12:15:47
     22,7                  98,8              31,8         2019-01-31 12:15:50
     22,7                  98,8              31,8         2019-01-31 12:15:53
     22,7                  98,8              31,8         2019-01-31 12:15:56
     22,7                  98,8              31,8         2019-01-31 12:15:59
     22,7                  98,8              31,8         2019-01-31 12:16:02
     22,7                  98,8              31,8         2019-01-31 12:16:05
     22,7                  98,8              31,8         2019-01-31 12:16:08
     22,7                  98,8              31,8         2019-01-31 12:16:11
     22,7                  98,8              31,8         2019-01-31 12:16:14
     22,7                  98,8              31,8         2019-01-31 12:16:17
     22,7                  98,8              31,8         2019-01-31 12:16:20
     22,7                  98,8              31,8         2019-01-31 12:16:23
     22,7                  98,8              31,8         2019-01-31 12:16:26
     22,7                  98,8              31,8         2019-01-31 12:16:29
     22,7                  98,8              31,8         2019-01-31 12:16:32
     22,7                  98,8              31,8         2019-01-31 12:16:35
     22,7                  98,8              31,8         2019-01-31 12:16:38
     22,7                  98,8              31,8         2019-01-31 12:16:41
     22,7                  98,8              31,8         2019-01-31 12:16:44
     22,7                  98,8              31,8         2019-01-31 12:16:47
     22,7                  98,8              31,8         2019-01-31 12:16:50
     22,7                  98,8              31,8         2019-01-31 12:16:53
     22,7                  98,8              31,8         2019-01-31 12:16:56
     22,7                  98,8              31,8         2019-01-31 12:16:59
     22,7                  98,8              31,8         2019-01-31 12:17:01
     22,7                  98,8              31,8         2019-01-31 12:17:05
     22,7                  98,8              31,8         2019-01-31 12:17:08
     22,7                  98,8              31,8         2019-01-31 12:17:10
     22,7                  98,8              31,8         2019-01-31 12:17:14
     22,7                  98,8              31,8         2019-01-31 12:17:17
     22,7                  98,8              31,8         2019-01-31 12:17:20
     22,7                  98,8              31,8         2019-01-31 12:17:26
     22,7                  98,8              31,8         2019-01-31 12:17:29
     22,7                  98,8              31,8         2019-01-31 12:17:32
     22,7                  98,8              31,8         2019-01-31 12:17:35
     22,7                  98,8              31,8         2019-01-31 12:17:38
     22,7                  98,8              31,8         2019-01-31 12:17:41
     22,7                  98,8              31,8         2019-01-31 12:17:44
     22,7                  98,8              31,8         2019-01-31 12:17:47
     22,7                  98,8              31,8         2019-01-31 12:17:50
     22,7                  98,8              31,8         2019-01-31 12:17:53
     22,7                  98,8              31,8         2019-01-31 12:17:56
     22,7                  98,8              31,8         2019-01-31 12:17:59
     22,7                  98,8              31,8         2019-01-31 12:18:02
     22,7                  98,8              31,8         2019-01-31 12:18:54
     22,7                  98,8              31,8         2019-01-31 12:18:56
     22,7                  98,8              31,8         2019-01-31 12:18:59
     22,7                  98,8              31,8         2019-01-31 12:19:02
     22,7                  98,8              31,8         2019-01-31 12:19:05
     22,7                  98,8              31,8         2019-01-31 12:19:08
     22,7                  98,8              31,8         2019-01-31 12:19:11
     22,7                  98,8              31,8         2019-01-31 12:19:14
     22,7                  98,8              31,8         2019-01-31 12:19:17
     22,7                  98,8              31,8         2019-01-31 12:19:20
     22,7                  98,8              31,8         2019-01-31 12:19:23
     22,7                  98,8              31,8         2019-01-31 12:19:26
     22,7                  98,8              31,8         2019-01-31 12:19:29
     22,7                  98,8              31,8         2019-01-31 12:19:32
     22,7                  98,8              31,8         2019-01-31 12:19:35
     22,7                  98,8              31,8         2019-01-31 12:19:38
     22,7                  98,8              31,8         2019-01-31 12:19:41
     22,7                  98,8              31,8         2019-01-31 12:19:44
     22,7                  98,8              31,8         2019-01-31 12:19:47
     22,7                  98,8              31,8         2019-01-31 12:19:50
     22,7                  98,8              31,8         2019-01-31 12:19:53
     22,7                  98,8              31,8         2019-01-31 12:19:56
     22,7                  98,8              31,8         2019-01-31 12:19:59
     22,7                  98,8              31,8         2019-01-31 12:20:02
     22,7                  98,8              31,8         2019-01-31 12:20:05
     22,7                  98,8              31,8         2019-01-31 12:20:08
     22,7                  98,8              31,8         2019-01-31 12:20:11
     22,7                  98,8              31,8         2019-01-31 12:20:14
     22,7                  98,8              31,8         2019-01-31 12:20:17
     22,7                  98,8              31,8         2019-01-31 12:20:20
     22,7                  98,8              31,8         2019-01-31 12:20:26
     22,7                  98,8              31,8         2019-01-31 12:20:28
     22,7                  98,8              31,8         2019-01-31 12:20:31
     22,7                  98,8              31,8         2019-01-31 12:20:34
     22,7                  98,8              31,8         2019-01-31 12:20:37
     22,7                  98,8              31,8         2019-01-31 12:20:40
     22,7                  98,8              31,8         2019-01-31 12:20:43
     22,7                  98,8              31,8         2019-01-31 12:20:46
     22,7                  98,8              31,8         2019-01-31 12:20:49
     22,7                  98,8              31,8         2019-01-31 12:20:52
     22,7                  98,8              31,8         2019-01-31 12:20:55
     22,7                  98,8              31,8         2019-01-31 12:20:58
     22,7                  98,8              31,8         2019-01-31 12:21:01
     22,7                  98,8              31,8         2019-01-31 12:21:04
     22,7                  98,8              31,8         2019-01-31 12:21:11
     22,7                  98,8              31,8         2019-01-31 12:21:13
     22,7                  98,8              31,8         2019-01-31 12:21:16
     22,7                  98,8              31,8         2019-01-31 12:21:19
     22,7                  98,8              31,8         2019-01-31 12:21:22
     22,7                  98,8              31,8         2019-01-31 12:22:16
     22,7                  98,8              31,8         2019-01-31 12:22:19
     22,7                  98,8              31,8         2019-01-31 12:22:22
     22,7                  98,8              31,8         2019-01-31 12:22:25
     22,7                  98,8              31,8         2019-01-31 12:22:28
     22,7                  98,8              31,8         2019-01-31 12:22:31
     22,7                  98,8              31,8         2019-01-31 12:22:34
     22,7                  98,8              31,8         2019-01-31 12:22:37
     22,7                  98,8              31,8         2019-01-31 12:22:40
     22,7                  98,8              31,8         2019-01-31 12:22:43
     22,7                  98,8              31,8         2019-01-31 12:22:46
     22,7                  98,8              31,8         2019-01-31 12:22:49
     22,7                  98,8              31,8         2019-01-31 12:22:52
     22,7                  98,8              31,8         2019-01-31 12:22:55
     22,7                  98,8              31,8         2019-01-31 12:22:58
     22,7                  98,8              31,8         2019-01-31 12:23:01
     22,7                  98,8              31,8         2019-01-31 12:23:04
     22,7                  98,8              31,8         2019-01-31 12:23:07
     22,7                  98,8              31,8         2019-01-31 12:23:10
     22,7                  98,8              31,8         2019-01-31 12:23:18
     22,7                  98,8              31,8         2019-01-31 12:23:20
     22,7                  98,8              31,8         2019-01-31 12:23:23
     22,7                  98,8              31,8         2019-01-31 12:23:26
     22,7                  98,8              31,8         2019-01-31 12:23:29
     22,7                  98,8              31,8         2019-01-31 12:23:32
     22,7                  98,8              31,8         2019-01-31 12:23:35
     22,7                  98,8              31,8         2019-01-31 12:23:38
     22,7                  98,8              31,8         2019-01-31 12:23:41
     22,7                  98,8              31,8         2019-01-31 12:23:44
     22,7                  98,8              31,8         2019-01-31 12:23:47
     22,7                  98,8              31,8         2019-01-31 12:23:50
     22,7                  98,8              31,8         2019-01-31 12:23:53
     22,7                  98,8              31,8         2019-01-31 12:23:56
     22,7                  98,8              31,8         2019-01-31 12:23:59
     22,7                  98,8              31,8         2019-01-31 12:24:02
     22,7                  98,8              31,8         2019-01-31 12:24:05
     22,7                  98,8              31,8         2019-01-31 12:24:08
     22,7                  98,8              31,8         2019-01-31 12:24:11
     22,7                  98,8              31,8         2019-01-31 12:24:14
     22,7                  98,8              31,8         2019-01-31 12:24:17
     22,7                  98,8              31,8         2019-01-31 12:24:20
     22,7                  98,8              31,8         2019-01-31 12:27:20
     22,7                  98,8              31,8         2019-01-31 12:27:23
     22,7                  98,8              31,8         2019-01-31 12:27:26
     22,7                  98,8              31,8         2019-01-31 12:27:29
     22,7                  98,8              31,8         2019-01-31 12:27:32
     22,7                  98,8              31,8         2019-01-31 12:27:35
